Start Of Half,Pass,Block,Touch,Cross,Header,Tackle,Dribble,Shot,Offside,Kick Off,Foul,Clearance,Header Shot,Goal,Throw In,Substitution,Deflection,Yellow Card_x,Direct Free Kick Shot,Corner Pass,Direct Free Kick Pass,Handball,Penalty Shot,Red Card_x,Indirect Free Kick Pass,Goalkeeper Catch,Goalkeeper Throw,Goal Kick,Goalkeeper Pick Up,Goalkeeper Kick,Goalkeeper Save Catch,Goalkeeper Save,Goalkeeper Punch,Goalkeeper Drop Catch,Ball Out Of Play,End Of Half,Post,Crossbar,Stoppage,Drop Ball,Corner Cross,Direct Free Kick Cross,Own Goal,Foul Throw,Goalkeeper Fumble,Indirect Free Kick Cross,Player Name,Unnamed: 0,Goals,xGoals Shot,DP Passes Made,Cr Crosses Made,CA Regains,HP Regains,BMP+,Possessions,On-pitch xG Generated,ST Involvement,BU Involvement,Ma Involvement,Player Points,Average X,Average Y,Team,Goalkeeper,IPD,Yellow Card,Red Card,Received Goals,Games Played,gk_coef
7.0,1622.0,57.0,4334.0,17.0,97.0,194.0,158.0,59.0,0.0,13.0,64.0,15.0,1.0,2.0,6.0,8.0,2.0,6.0,0.0,0.0,10.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moussa DEMBELE,310.0,2,2.7765884986516425,13.261000000000005,17.0,12.60765085696246,16.609724999999973,80.71618864400001,62.25,32.11526084572933,8.13888888888889,20.5,16.805555555555557,0.1610932371740953,6.672939465196803,1.2111573849886268,Fulham,No,0.3122875442549849,6,0,48,36,1.3333333333333333
0.0,1616.0,45.0,1459.0,4.0,331.0,18.0,0.0,9.0,1.0,0.0,19.0,75.0,17.0,6.0,7.0,0.0,1.0,8.0,0.0,0.0,29.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,John TERRY,141.0,6,3.490609904757646,68.9205,4.0,24.47705240628112,6.733162500000001,35.616256998,72.16129032258064,52.98388404418124,1.3548387096774193,4.741935483870968,35.935483870967744,0.1063834603913081,-14.66608363623702,-13.576969075147712,Chelsea,No,0.0702832586655913,8,0,36,31,1.1612903225806452
4.0,1599.0,44.0,3817.0,81.0,14.0,134.0,123.0,52.0,5.0,1.0,15.0,10.0,0.0,5.0,37.0,16.0,0.0,2.0,2.0,26.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,9.0,0.0,0.0,0.0,0.0,Samir NASRI,315.0,5,4.081800562096795,22.548,158.0,5.587354581362934,13.03493124999998,99.71274657,69.0,49.23884202182256,19.548387096774192,27.967741935483872,14.225806451612904,0.2184916030792205,14.132490344962427,-0.8909237345946994,Manchester City,No,0.301793017807855,2,0,21,31,0.6774193548387096
0.0,1591.0,51.0,2626.0,112.0,191.0,74.0,54.0,21.0,0.0,0.0,29.0,115.0,3.0,2.0,350.0,3.0,4.0,4.0,2.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Kyle WALKER,83.0,2,0.6500284837478767,142.63550000000004,113.0,27.444622720339297,12.384099999999949,59.16823945099999,71.32432432432432,60.5728556831706,8.54054054054054,16.864864864864863,21.513513513513512,0.0768748236111613,-1.0797954122476718,23.58960353931564,Tottenham Hotspur,No,0.2781681734028209,4,0,36,37,0.972972972972973
0.0,1590.0,79.0,2338.0,11.0,136.0,125.0,36.0,29.0,2.0,0.0,36.0,36.0,2.0,1.0,1.0,17.0,1.0,5.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Youssouf MULUMBU,114.0,1,2.0460947959234908,55.613,12.0,16.38605030016251,24.38022499999991,52.612853453000014,61.54285714285714,39.22570128244809,5.171428571428572,13.371428571428572,17.428571428571427,0.0966491889191428,-2.9871042269524617,-1.1845350051536645,West Bromwich Albion,No,0.3393827662926439,5,0,48,35,1.3714285714285714
0.0,1589.0,62.0,2518.0,3.0,402.0,34.0,8.0,0.0,0.0,0.0,17.0,122.0,12.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,18.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brede HANGELAND,300.0,0,0.836630166866531,125.714,3.0,19.499091905915893,4.017574999999974,34.585501085,61.76315789473684,40.05277615166692,0.6578947368421053,1.8157894736842104,31.0,0.0497155181971977,-17.78433390638841,-8.849285571403465,Fulham,No,0.2135673541094614,7,0,51,38,1.3421052631578947
1.0,1549.0,100.0,2413.0,101.0,257.0,65.0,44.0,16.0,4.0,0.0,25.0,127.0,7.0,3.0,359.0,0.0,1.0,2.0,0.0,1.0,24.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Stephen WARD,50.0,3,2.669134424027655,181.92900000000003,102.0,20.27256299151653,13.630718749999993,52.833918618000006,71.05263157894737,46.71483062894079,8.368421052631579,12.921052631578949,18.23684210526316,0.0509829225300708,-0.5206753484754011,-23.0422175613078,Wolverhampton Wanderers,No,0.4636095415323331,2,0,82,38,2.1578947368421053
2.0,1534.0,66.0,2057.0,8.0,107.0,79.0,22.0,21.0,1.0,4.0,33.0,55.0,0.0,0.0,7.0,6.0,1.0,7.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,James MCCARTHY,348.0,0,1.013141215485032,46.577,8.0,16.012424902832066,20.16921875000004,48.84808541399999,60.57575757575758,35.11193630118121,4.96969696969697,15.606060606060606,18.454545454545453,0.0722830748129015,-1.223254608569866,1.0492107339631047,Wigan Athletic,No,0.2128798447053701,7,0,53,33,1.606060606060606
0.0,1532.0,84.0,2050.0,81.0,128.0,66.0,26.0,5.0,3.0,0.0,24.0,113.0,0.0,0.0,279.0,5.0,1.0,4.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,Neil TAYLOR,328.0,0,0.0768343822183268,80.2915,82.0,8.492887126872246,15.350968749999977,44.294144977,67.75,43.178466674919534,6.25,12.63888888888889,25.83333333333333,0.0420297583982822,-3.945033702830712,-25.451107189324844,Swansea City,No,0.3681958525057851,4,0,46,36,1.2777777777777777
1.0,1497.0,50.0,2127.0,19.0,377.0,137.0,25.0,35.0,19.0,3.0,26.0,46.0,16.0,3.0,6.0,2.0,1.0,6.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marouane FELLAINI,160.0,3,4.497464039987965,41.0925,19.0,18.93285225813303,30.08206249999999,62.344433897,68.20588235294117,37.99182496910652,8.911764705882353,16.352941176470587,13.441176470588236,0.195405026896285,3.3694203852559816,-2.897911990040759,Everton,No,0.2746709237092532,6,0,35,34,1.0294117647058822
0.0,1491.0,47.0,1531.0,5.0,249.0,19.0,12.0,10.0,1.0,0.0,8.0,108.0,6.0,3.0,4.0,0.0,4.0,5.0,0.0,0.0,20.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vincent KOMPANY,280.0,3,2.490155720644541,102.364,5.0,33.305964262797445,8.480374999999999,32.347942825,66.48387096774194,66.65146849447812,1.0,4.903225806451613,32.38709677419355,0.0982047320757755,-16.448987810749735,6.055607130897661,Manchester City,No,0.1775783321409093,5,1,22,31,0.7096774193548387
8.0,1490.0,29.0,2216.0,31.0,59.0,87.0,18.0,81.0,5.0,9.0,29.0,8.0,5.0,11.0,18.0,20.0,3.0,3.0,12.0,29.0,38.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,26.0,0.0,0.0,0.0,0.0,Rafael VAN DER VAART,88.0,11,9.88845003084947,42.18050000000001,174.0,7.039488332604241,10.393106250000027,87.608115846,64.72727272727273,39.84372365963339,12.363636363636363,19.151515151515152,15.333333333333334,0.2905666583492255,8.830274367210759,3.696981712411093,Tottenham Hotspur,No,0.1456484038469201,3,0,37,33,1.121212121212121
0.0,1487.0,57.0,2061.0,17.0,137.0,140.0,20.0,21.0,0.0,0.0,30.0,35.0,0.0,3.0,7.0,6.0,2.0,7.0,0.0,0.0,33.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nigel REO-COKER,295.0,3,1.421427103183338,60.04250000000002,17.0,10.732367080240698,19.61998125000007,50.32918317399999,57.0,34.72901464203809,3.7777777777777777,14.25,14.833333333333334,0.0642914723296923,-1.4502131851244018,2.8525038895549475,Bolton Wanderers,No,0.2668348424483883,7,0,74,36,2.055555555555556
0.0,1482.0,85.0,2637.0,86.0,246.0,90.0,50.0,18.0,4.0,0.0,40.0,78.0,4.0,0.0,269.0,4.0,1.0,6.0,0.0,1.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Patrice EVRA,215.0,0,1.7771010042173174,49.400000000000006,86.0,16.394275765092125,16.45047499999999,63.71134526,67.56756756756756,76.06092542713262,9.675675675675675,14.972972972972974,20.35135135135135,0.1244656841388192,2.136204620996088,-23.29887545331709,Manchester United,No,0.3202056648759492,6,0,32,37,0.8648648648648649
0.0,1463.0,29.0,2078.0,5.0,326.0,54.0,25.0,21.0,1.0,1.0,24.0,37.0,6.0,2.0,0.0,0.0,2.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Steven N'ZONZI,386.0,2,1.463235909381075,50.16000000000002,5.0,11.760561418449766,16.341006249999943,47.319886221,65.3225806451613,40.75832227391736,4.0,14.483870967741936,21.516129032258064,0.0600288973890542,-3.775165447411558,-0.7319016458363358,Blackburn Rovers,No,0.0546500446935946,7,0,67,31,2.161290322580645
2.0,1458.0,29.0,1849.0,21.0,86.0,70.0,21.0,48.0,0.0,2.0,24.0,22.0,6.0,11.0,10.0,5.0,3.0,5.0,7.0,7.0,39.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,7.0,0.0,0.0,0.0,0.0,Frank LAMPARD,139.0,11,8.769773584840115,54.98900000000001,87.0,8.29302375568033,8.868199999999991,64.653503368,64.86666666666666,40.53493906660501,7.4,17.3,19.3,0.2410873907818091,3.5806866058935385,-8.582081457017717,Chelsea,No,0.1017333639022057,5,0,34,30,1.1333333333333333
2.0,1455.0,78.0,2261.0,71.0,161.0,111.0,34.0,44.0,4.0,2.0,63.0,57.0,2.0,3.0,21.0,1.0,0.0,10.0,2.0,1.0,72.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,27.0,0.0,1.0,0.0,0.0,Joey BARTON,364.0,3,2.654588923052643,128.97100000000003,173.0,10.135155489898622,15.494943749999983,73.52104626099998,69.51515151515152,33.17300514082862,9.969696969696969,16.90909090909091,13.06060606060606,0.1625476502063399,2.927776163985309,6.9429758282995016,Newcastle United,No,0.2128180908252346,2,0,52,33,1.5757575757575757
20.0,1453.0,26.0,2900.0,99.0,17.0,92.0,59.0,52.0,16.0,13.0,27.0,11.0,0.0,6.0,26.0,14.0,1.0,2.0,10.0,14.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,23.0,0.0,0.0,0.0,0.0,Juan Manuel MATA,191.0,6,6.200156296262708,28.144000000000005,228.0,4.23817166784064,6.502762500000019,93.44566490699998,60.55882352941177,47.17094624863527,13.088235294117649,19.44117647058824,11.705882352941176,0.1983907983876625,12.499857718129364,-4.996754240828427,Chelsea,No,0.1680528651181213,2,0,40,34,1.1764705882352942
0.0,1453.0,52.0,2243.0,13.0,314.0,51.0,11.0,9.0,0.0,0.0,26.0,109.0,12.0,2.0,15.0,2.0,0.0,8.0,0.0,0.0,24.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Laurent KOSCIELNY,12.0,2,3.885504354220584,106.58750000000002,13.0,30.806629040848176,8.448893749999993,32.131968751,65.6969696969697,60.38397195261354,1.0909090909090908,2.878787878787879,32.60606060606061,0.1043264706717739,-15.850037229688596,1.4076033099589451,Arsenal,No,0.1693244600341729,8,0,44,33,1.3333333333333333
