Player Name,Start Of Half,Pass,Block,Touch,Cross,Header,Tackle,Dribble,Shot,Offside,Kick Off,Foul,Clearance,Header Shot,Goal,Throw In,Substitution,Deflection,Yellow Card,Direct Free Kick Shot,Corner Pass,Direct Free Kick Pass,Handball,Penalty Shot,Red Card,Indirect Free Kick Pass,Goalkeeper Catch,Goalkeeper Throw,Goal Kick,Goalkeeper Pick Up,Goalkeeper Kick,Goalkeeper Save Catch,Goalkeeper Save,Goalkeeper Punch,Goalkeeper Drop Catch,Ball Out Of Play,End Of Half,Post,Crossbar,Stoppage,Drop Ball,Corner Cross,Direct Free Kick Cross,Own Goal,Foul Throw,Goalkeeper Fumble,Indirect Free Kick Cross,Goals,xGoals Shot,DP Passes Made,Cr Crosses Made,CA Regains,HP Regains,BMP+,Possessions,On-pitch xG Generated,ST Involvement,BU Involvement,Ma Involvement,Player Points,Average X,Average Y,Team,Goalkeeper,IPD
Gareth MCAULEY,0.0,0.2638010956595027,0.5700000000000001,0.1443043208600372,0.0098039215686274,0.5724533715925395,0.0836653386454183,0.0182926829268292,0.0077519379844961,0.0,0.0,0.2413793103448275,0.438423645320197,0.4,0.0666666666666666,0.0207792207792207,0.0,0.1428571428571428,0.0,0.0,0.0,0.0803571428571428,0.125,0.0,0.0,0.034090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0666666666666666,0.1097392096592839,0.2813035667052547,0.0070175438596491,0.582309464661021,0.0990153717207599,0.1364122836414176,0.4341184701492536,0.5302165582793141,0.044559199318569,0.0310825294748124,0.3001740947075209,0.1370133645224912,-20.738526979458623,10.26276194821691,West Bromwich Albion,No,0.268012933487724
Peter ODEMWINGIE,0.2592592592592592,0.2996207332490518,0.33,0.3923919784990696,0.2401960784313725,0.1147776183644189,0.5418326693227091,0.5426829268292683,0.5348837209302325,0.7115384615384616,0.3076923076923077,0.264367816091954,0.0344827586206896,0.125,0.3333333333333333,0.0077922077922077,0.35,0.0,0.1818181818181818,0.05,0.0344827586206896,0.0178571428571428,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081967213114754,0.024390243902439,0.0,0.0,0.0,0.0,0.3333333333333333,0.2946003231147625,0.0221532140881937,0.1789473684210526,0.0433491831794202,0.3334724954542242,0.3543531274613598,0.4172470978441127,0.4334382256208275,0.4538330494037479,0.3669882100750267,0.0941318477251624,0.36654837020607,19.390494889169585,5.081658996477516,West Bromwich Albion,No,0.25982920148038985
Billy JONES,0.0,0.1955330804888327,0.42,0.1418234442836468,0.1911764705882352,0.1492109038737446,0.0796812749003984,0.0670731707317073,0.0310077519379844,0.0576923076923076,0.0,0.1379310344827586,0.2906403940886699,0.0,0.0,0.4415584415584415,0.05,0.1428571428571428,0.2727272727272727,0.0,0.0,0.0223214285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0156940637441356,0.3081096771312464,0.1368421052631579,0.1978993648486662,0.1674457957911734,0.1685454070032844,0.5474018794914317,0.2437435097865362,0.3347529812606473,0.3029653447659878,0.1786443825441039,0.1131111850694909,-0.9303695673773532,14.13884198306042,West Bromwich Albion,No,0.14766203078416296
Youssouf MULUMBU,0.0,0.6700379266750949,0.79,0.4833574529667149,0.0539215686274509,0.1951219512195122,0.49800796812749,0.2195121951219512,0.2248062015503876,0.0384615384615384,0.0,0.4137931034482758,0.1773399014778325,0.05,0.0333333333333333,0.0025974025974025,0.8500000000000001,0.1428571428571428,0.4545454545454546,0.0,0.0,0.0178571428571428,0.125,0.0,0.0,0.0113636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081967213114754,0.0,0.0,0.0,0.0,0.0,0.0333333333333333,0.0792425820845203,0.1910384082938006,0.0421052631578947,0.4919854645513334,0.7747601489206812,0.4391410237236628,0.6400675195451314,0.5157142259599095,0.2378680944268678,0.4586127698667891,0.3592518901711102,0.1815692071654405,-2.9871042269524617,-1.1845350051536645,West Bromwich Albion,No,0.33938276629264397
Craig DAWSON,0.0,0.0530973451327433,0.2,0.0243952863345048,0.0,0.0989956958393113,0.0039840637450199,0.0,0.0,0.0,0.0,0.057471264367816,0.1034482758620689,0.075,0.0,0.0051948051948051,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196690764105176,0.0364090426609964,0.0,0.1033397636777614,0.0106836388842272,0.0292065391380475,0.3250932835820895,0.0812675603795112,0.0229982964224872,0.0214362272240085,0.2344707520891364,0.0133347493777173,-21.97662351776057,-1.7107104188322122,West Bromwich Albion,No,0.07653615423364013
Samba DIAKITE,0.0,0.124315212810788,0.13,0.1401695265660533,0.0294117647058823,0.0516499282639885,0.0876494023904382,0.1524390243902439,0.0852713178294573,0.0,0.0,0.1839080459770115,0.0147783251231527,0.0,0.0333333333333333,0.0,0.15,0.0,0.6363636363636364,0.0,0.0,0.0133928571428571,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333333,0.0257380153690297,0.0134159369858025,0.0210526315789473,0.1031713339576949,0.1863862106359721,0.0919120024850365,0.5098120508568269,0.0991295659673513,0.1993185689948892,0.4153864475407883,0.2610956360259981,0.3063425782957238,-0.8319936435633623,-4.3962152652473385,Queens Park Rangers,No,-0.06864810588962261
Liam RIDGEWELL,0.0,0.157606405394016,0.29,0.0915856936117428,0.1715686274509804,0.0975609756097561,0.0756972111553784,0.024390243902439,0.0542635658914728,0.0,0.0,0.1724137931034483,0.1625615763546798,0.15,0.0333333333333333,0.3194805194805195,0.0,0.0,0.1818181818181818,0.0,0.0,0.0357142857142857,0.0,0.0,0.0,0.0113636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.0820784581176981,0.1602045969035653,0.1228070175438596,0.172162773525607,0.25606174508108,0.120653251194334,0.5936662839647914,0.2199453641144497,0.304285152666754,0.2770220133564184,0.3012641954146132,0.3645945592621508,-4.45579402693904,-24.171930738511417,West Bromwich Albion,No,0.09618618405910613
Jerome THOMAS,0.074074074074074,0.2566371681415929,0.4,0.445110605747364,0.4509803921568627,0.0272596843615494,0.5179282868525896,0.5426829268292683,0.2635658914728682,0.1538461538461538,0.0,0.5287356321839081,0.0689655172413793,0.0,0.0333333333333333,0.0285714285714285,0.95,0.0,0.3636363636363636,0.0,0.0344827586206896,0.0044642857142857,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081967213114754,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,Yes,0.21536358224364818
Adel TAARABT,0.2592592592592592,0.4087652760219132,0.33,0.5668802977051891,0.2352941176470588,0.0401721664275466,0.5976095617529881,0.5426829268292683,0.5581395348837209,0.0192307692307692,0.1538461538461538,0.5747126436781609,0.0344827586206896,0.0,0.0666666666666666,0.0519480519480519,0.55,0.0,0.3636363636363636,0.6000000000000001,0.6551724137931034,0.0758928571428571,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6065573770491803,0.5365853658536586,0.0,0.0,0.0,0.0,0.0666666666666666,0.1033965824081614,0.0859351651786787,0.5052631578947369,0.1559799246563711,0.284821232617561,0.4927563029895601,0.6084853510226644,0.3039163442843783,0.5672913117546848,0.5970386249057203,0.1878056329309811,0.2830658341652265,12.724505117913248,-8.954510481881828,Queens Park Rangers,No,0.21474183933024435
Marc-Antoine FORTUNE,0.2222222222222222,0.1285292878213232,0.13,0.1928881538143477,0.1617647058823529,0.0803443328550932,0.446215139442231,0.2256097560975609,0.2480620155038759,0.3653846153846154,0.1025641025641025,0.2528735632183908,0.0098522167487684,0.1,0.0666666666666666,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.1158292496306956,0.0082099832021682,0.1157894736842105,0.0425477098143682,0.1578771751943195,0.1710222243636844,0.365049751243781,0.2362404673304366,0.4897284297023749,0.3127167265620074,0.0666885138456496,0.3187500302973975,22.50904504777284,0.3501281766704347,West Bromwich Albion,No,0.19416914280480702
Chris BRUNT,0.0,0.3957016434892541,0.46,0.2985321480256357,0.3039215686274509,0.2051649928263988,0.1952191235059761,0.1707317073170731,0.3255813953488372,0.0192307692307692,0.0,0.0804597701149425,0.1527093596059113,0.05,0.0666666666666666,0.0467532467532467,0.25,0.0,0.4545454545454546,0.25,0.1034482758620689,0.1696428571428571,0.375,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7131147540983607,0.3902439024390244,0.0,0.0,0.0,0.0,0.0666666666666666,0.1395887193315836,0.2803142465536963,0.5789473684210527,0.2131872184590827,0.3900240223480311,0.486527496347104,0.55412592211357,0.3861712608046864,0.4345884979145862,0.4222197582880585,0.2018634136970511,0.2314199906188448,6.737238759164969,4.328309921518409,West Bromwich Albion,No,0.14767445340298752
Nedum ONUOHA,0.0,0.1517067003792667,0.45,0.1184618565226379,0.1715686274509804,0.1506456241032998,0.095617529880478,0.0304878048780487,0.0542635658914728,0.0,0.0,0.264367816091954,0.2413793103448276,0.025,0.0,0.3298701298701298,0.0,0.0,0.1818181818181818,0.0,0.0,0.0491071428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0504475617177242,0.130246746064189,0.1228070175438596,0.1376876194561576,0.1753478473731819,0.1205537114197674,0.5068407960199004,0.2148513010777837,0.2678625112736747,0.2885063993443036,0.2109782074389644,0.1278485676450444,-7.499946843435181,21.1260326337264,Queens Park Rangers,No,0.15872245604832497
Joey BARTON,0.074074074074074,0.6131479140328698,0.78,0.467438494934877,0.3480392156862745,0.2309899569583931,0.4422310756972111,0.2073170731707317,0.3410852713178294,0.0769230769230769,0.0512820512820512,0.7241379310344828,0.2807881773399014,0.05,0.1,0.0545454545454545,0.05,0.0,0.9090909090909092,0.1,0.0344827586206896,0.3214285714285714,0.125,0.0,1.0,0.034090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6147540983606558,0.6585365853658537,0.0,0.25,0.0,0.0,0.1,0.102808765778965,0.4430333655091392,0.6070175438596491,0.3043045206536635,0.49240172833793,0.6136543715336035,0.7243517262173979,0.4361372801414151,0.458572092302927,0.5799473838059047,0.2692158352325483,0.305368811726519,2.927776163985309,6.9429758282995016,Queens Park Rangers,No,0.21281809082523465
Shaun WRIGHT-PHILLIPS,0.1481481481481481,0.2722292456805731,0.48,0.4186479222658673,0.2892156862745098,0.0975609756097561,0.549800796812749,0.4451219512195122,0.4496124031007752,0.3269230769230769,0.0256410256410256,0.5172413793103449,0.1379310344827586,0.075,0.0,0.0155844155844155,0.4,0.0,0.2727272727272727,0.0,0.0,0.0133928571428571,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0327868852459016,0.048780487804878,0.0,0.0,0.0,0.0,0.0,0.0962872506916668,0.0521660271582122,0.2280701754385965,0.1786468923188555,0.4164049101321909,0.2933699216469426,0.3819185323383084,0.3365938314082626,0.3176639693356047,0.3311897106109325,0.1069289693593314,0.1110773329538882,10.69434313533711,0.8655416140564997,Queens Park Rangers,No,0.28523693314516224
Shane LONG,0.6296296296296295,0.1685630004214075,0.23,0.1691130866239404,0.0490196078431372,0.3113342898134864,0.5378486055776892,0.1280487804878048,0.2480620155038759,0.576923076923077,0.6666666666666666,0.4827586206896551,0.0591133004926108,0.2,0.2666666666666666,0.0181818181818181,0.25,0.1428571428571428,0.1818181818181818,0.0,0.0,0.0,0.875,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2666666666666666,0.2289371617826916,0.0086221999319842,0.0350877192982456,0.0752049234839324,0.2181505274687952,0.2564828185981682,0.3089046952736318,0.3571023270691708,0.2558560477001703,0.2047159699892818,0.0528203342618384,0.25172130293787,18.1474644008494,1.9773653320222984,West Bromwich Albion,No,0.21132260389699598
Keith ANDREWS,0.0,0.1639275179098188,0.1,0.0814554475914823,0.0294117647058823,0.0631276901004304,0.0876494023904382,0.0182926829268292,0.1317829457364341,0.0,0.0,0.0344827586206896,0.0541871921182266,0.05,0.0666666666666666,0.0025974025974025,0.15,0.1428571428571428,0.1818181818181818,0.0,0.0344827586206896,0.0446428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.0420383782564989,0.0494110453472754,0.0210526315789473,0.2434001368082483,0.1244425156830486,0.1090893334724168,0.3949449182658137,0.1409854905326548,0.2168410805548795,0.2743837084673097,0.2385196975726223,0.156587490965036,1.1584854456263225,0.7667563562087748,West Bromwich Albion,No,0.03608528715411527
Heidar HELGUSON,0.074074074074074,0.0775389801938474,0.09,0.0531321066776927,0.0588235294117647,0.321377331420373,0.1155378486055776,0.0609756097560975,0.1705426356589147,0.173076923076923,0.3846153846153846,0.367816091954023,0.0295566502463054,0.425,0.2666666666666666,0.0,0.15,0.0,0.1818181818181818,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2666666666666666,0.2243089043294998,0.0217255392310096,0.0421052631578947,0.0332625637576955,0.0824168130616432,0.1343706661802079,0.339629975124378,0.1818396520623484,0.2529812606473595,0.2272240085744908,0.0657033426183844,0.5612775128506456,14.844423252795368,-0.4120525402882821,Queens Park Rangers,No,0.005981223932453469
Armand TRAORE,0.0,0.2549515381373788,0.32,0.2890221211494728,0.2990196078431372,0.1449067431850789,0.2788844621513944,0.2926829268292683,0.0465116279069767,0.0192307692307692,0.0,0.2183908045977011,0.2019704433497537,0.0,0.0,0.387012987012987,0.3,0.0,0.2727272727272727,0.0,0.0,0.0446428571428571,0.125,0.0,0.5,0.0113636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0046533251019026,0.0923296771999491,0.2140350877192982,0.2784259807748999,0.2195251340891915,0.2314323441706552,0.4977715588723051,0.3021553119289541,0.2932282793867121,0.345837799214005,0.2061281337047353,0.0675733745114695,2.5204220137042346,-22.13764134945192,Queens Park Rangers,No,0.17156333852528385
Paul SCHARNER,0.0,0.2507374631268436,0.29,0.1660119909034525,0.0735294117647058,0.1664275466284074,0.1872509960159362,0.0670731707317073,0.1782945736434108,0.0576923076923076,0.0256410256410256,0.2183908045977011,0.1133004926108374,0.2,0.1,0.0103896103896103,0.3,0.1428571428571428,0.5454545454545454,0.0,0.0,0.0267857142857142,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1232307674430727,0.041597820747555,0.0526315789473684,0.3742606956969252,0.3059920812648527,0.1931613332546589,0.3281008749356664,0.2683538973332876,0.180814192563003,0.2566433824888199,0.1485544136009989,0.1297003174249709,2.5395842662976453,4.551042084123099,West Bromwich Albion,No,0.05363050737786278
Daniel STURRIDGE,0.074074074074074,0.2806573957016435,0.18,0.4409758114533801,0.2990196078431372,0.0401721664275466,0.49800796812749,0.4451219512195122,0.6744186046511628,0.1346153846153846,0.0512820512820512,0.3333333333333333,0.0591133004926108,0.125,0.3666666666666666,0.0233766233766233,0.75,0.7142857142857142,0.2727272727272727,0.0,0.1379310344827586,0.0223214285714285,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081967213114754,0.0,0.0,0.0,0.0,0.0,0.3666666666666666,0.3156046464670939,0.0776032345272732,0.2175438596491228,0.0860041256439743,0.2986993770475855,0.2893040237913348,0.37636815920398,0.5485365961249383,0.3265758091993185,0.3544122901036085,0.1168059424326833,0.4310564412293715,14.052754615151803,10.547433425178038,Chelsea,No,0.1771470594707303
Juan Manuel MATA,0.7407407407407407,0.6123050990307628,0.26,0.5995451726276617,0.4852941176470588,0.024390243902439,0.3665338645418327,0.3597560975609756,0.4031007751937984,0.3076923076923077,0.3333333333333333,0.3103448275862069,0.0541871921182266,0.0,0.2,0.0675324675324675,0.7000000000000001,0.1428571428571428,0.1818181818181818,0.5,0.4827586206896551,0.0848214285714285,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8688524590163935,0.5609756097560976,0.0,0.0,0.0,0.0,0.2,0.2401239645505773,0.0966785636995077,0.8,0.127249631159145,0.2066462160581313,0.7799581709905992,0.6296641791044776,0.6201731833229621,0.6020142298827538,0.6667927621209255,0.2412911682778961,0.3727052484869017,12.499857718129364,-4.996754240828427,Chelsea,No,0.16805286511812134
Frank LAMPARD,0.074074074074074,0.6144121365360303,0.29,0.3822617324788092,0.1029411764705882,0.1233859397417503,0.2788844621513944,0.1280487804878048,0.3720930232558139,0.0,0.0512820512820512,0.2758620689655172,0.1083743842364532,0.15,0.3666666666666666,0.0259740259740259,0.25,0.4285714285714285,0.4545454545454546,0.35,0.2413793103448275,0.1741071428571428,0.0,0.5,0.0,0.0227272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4836065573770492,0.1707317073170731,0.0,0.0,0.0,0.0,0.3666666666666666,0.3396418897814041,0.1888948812987575,0.3052631578947368,0.2489951556497521,0.2818156088657264,0.5396401029970344,0.6752072968490878,0.5329272400904197,0.3403747870528109,0.5933547695605573,0.3978272980501393,0.4529168520851156,3.5806866058935385,-8.582081457017717,Chelsea,No,0.10173336390220573
